里程左右距,-50.0,-45.0,-40.0,-35.0,-30.0,-25.0,-20.0,-15.0,-10.0,-5.0,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0
1000.00,25.89,25.68,25.46,25.25,25.04,24.83,24.61,24.40,24.14,23.88,23.63,23.37,23.11,22.85,22.59,22.43,22.48,22.53,22.57,22.62
1025.00,22.72,22.54,22.36,22.18,22.01,21.83,21.65,21.47,21.30,21.14,20.98,20.82,20.66,20.49,20.33,20.20,20.20,20.19,20.19,20.18
1050.00,20.28,20.27,20.25,20.23,20.21,20.19,20.18,20.16,20.11,20.03,19.94,19.86,19.77,19.69,19.61,19.52,19.41,19.29,19.17,19.05
1075.00,20.14,19.82,19.91,19.99,20.07,20.15,20.23,20.32,20.40,20.35,20.28,20.22,20.16,20.09,20.03,19.97,19.86,19.63,19.41,19.18
1100.00,23.20,22.35,22.06,21.96,21.86,21.76,21.65,21.55,21.45,21.34,21.19,21.03,20.88,20.72,20.57,20.41,20.26,20.08,19.88,19.68
1125.00,27.92,27.20,26.48,25.95,25.50,25.05,24.59,24.14,23.69,23.23,22.80,22.52,22.24,21.97,21.69,21.42,21.14,20.86,20.66,20.56
1150.00,31.25,30.89,30.52,30.16,29.66,29.01,28.36,27.72,27.07,26.42,25.77,25.12,24.57,24.04,23.51,22.98,22.45,21.92,21.39,20.95
1175.00,31.51,31.60,31.69,31.78,31.87,31.97,31.32,30.68,30.04,29.40,28.76,28.12,27.47,26.79,26.04,25.29,24.54,23.79,23.05,22.30
